date,Open,High,Low,Close,Volume,NASDAQ_Close,52_week_high,52_week_low
2023-06-09,181.01675072800933,181.7448028197143,180.14907199929024,180.4781951904297,48870700,13259.1396484375,180.4781951904297,124.32508850097656
2023-06-12,180.78736449463221,183.4003837535339,180.4881602148876,183.30064392089844,54274900,13461.919921875,183.30064392089844,124.32508850097656
2023-06-13,182.31330851475477,183.65970508618722,181.95426638540675,182.8219451904297,54929100,13573.3203125,183.30064392089844,124.32508850097656
2023-06-14,182.88177800213668,183.89906654379925,181.53538146756506,183.46023559570312,57462900,13626.48046875,183.46023559570312,124.32508850097656
2023-06-15,183.4702103217935,186.02339184688998,183.29068166116141,185.51473999023438,65433200,13782.8203125,185.51473999023438,124.32508850097656
2023-06-16,186.23282120508458,186.49213868648093,183.77937955509884,184.42764282226562,101235600,13689.5703125,185.51473999023438,124.32508850097656
2023-06-20,183.91901689338587,185.60451974788597,183.91901689338587,184.5174102783203,49799100,13667.2900390625,185.51473999023438,124.32508850097656
2023-06-21,184.40769931891307,184.91635118810532,182.10385210812808,183.47021484375,49515700,13502.2001953125,185.51473999023438,124.32508850097656
2023-06-22,183.25080605253035,186.5519908925775,183.18098511964078,186.5021209716797,51245300,13630.6103515625,186.5021209716797,124.32508850097656
2023-06-23,185.05597188032547,187.06061473033333,184.51740112063476,186.18295288085938,53079300,13492.51953125,186.5021209716797,124.32508850097656
2023-06-26,186.33257755204687,187.54933058872362,184.73683137399638,184.7767333984375,48088700,13335.7802734375,186.5021209716797,124.32508850097656
2023-06-27,185.39505993230088,187.88840358366767,185.17564447352765,187.5592803955078,50730800,13555.669921875,187.5592803955078,124.32508850097656
2023-06-28,187.429631446172,189.39438756353061,187.10052345898322,188.74612426757812,51216800,13591.75,188.74612426757812,124.32508850097656
2023-06-29,188.57656845289964,189.56393801521438,188.4369418174557,189.085205078125,46347300,13591.330078125,189.085205078125,124.32508850097656
2023-06-30,191.11980126956567,193.96220418135036,190.7507760244452,193.4535675048828,85069600,13787.919921875,193.4535675048828,124.32508850097656
2023-07-03,193.26406367433887,193.3638035137414,191.24943762007845,191.9475860595703,31458200,13816.76953125,193.4535675048828,124.32508850097656
2023-07-05,191.05995363856934,192.4661879585032,190.11247083180476,190.82058715820312,46920300,13791.650390625,193.4535675048828,124.32508850097656
2023-07-06,189.3345450785546,191.50874871594232,188.6962496949308,191.29930114746094,45094300,13679.0400390625,193.4535675048828,124.32508850097656
2023-07-07,190.900369559223,192.15700929798075,189.73348654077034,190.17230224609375,46778000,13660.7197265625,193.4535675048828,124.32508850097656
2023-07-10,188.75609717546797,189.4841645361036,186.54200662116668,188.1078338623047,59922200,13685.48046875,193.4535675048828,124.32508850097656
2023-07-11,188.65638056456552,188.79600721724577,186.1031987908904,187.57925415039062,46638100,13760.7001953125,193.4535675048828,124.32508850097656
2023-07-12,189.1749680502115,191.18959404377776,187.9681982078766,189.26473999023438,60750200,13918.9599609375,193.4535675048828,124.32508850097656
2023-07-13,189.9927822657853,190.6809475340948,189.2746980917373,190.0326690673828,41342300,14138.5703125,193.4535675048828,124.32508850097656
2023-07-14,189.72349956941562,190.67096710686394,189.12510622805124,190.18228149414062,41573900,14113.7001953125,193.4535675048828,124.32508850097656
2023-07-17,191.38906376218185,193.80263394955682,191.2993070378528,193.4735107421875,50520200,14244.9501953125,193.4735107421875,124.32508850097656
2023-07-18,192.8352097243277,193.81259620316632,191.90767794544513,193.2141876220703,48353800,14353.6396484375,193.4735107421875,124.32508850097656
2023-07-19,192.5858761596578,197.7022071550224,192.13706211287214,194.58055114746094,80507300,14358.01953125,194.58055114746094,124.32508850097656
2023-07-20,194.57057195548003,195.94690259462328,191.98747144655815,192.6157989501953,59581200,14063.3095703125,194.58055114746094,124.32508850097656
2023-07-21,193.583223081012,194.45090187315012,190.7208539857674,191.42897033691406,71917800,14032.8095703125,194.58055114746094,124.32508850097656
2023-07-24,192.89504754304855,194.39105377765915,191.73813240259074,192.23680114746094,45377800,14058.8701171875,194.58055114746094,124.32508850097656
2023-07-25,192.81527099305382,193.92231628587092,192.40635894386836,193.1044921875,37283200,14144.5595703125,194.58055114746094,124.32508850097656
2023-07-26,193.1543552508233,195.1191113783899,192.80529625048254,193.98214721679688,47471900,14127.2802734375,194.58055114746094,124.32508850097656
2023-07-27,195.49809916471946,196.67495009888677,192.03733685495135,192.70555114746094,47460200,14050.1103515625,194.58055114746094,124.32508850097656
2023-07-28,194.15169382943296,196.1064820710403,193.62310615955113,195.30860900878906,48291400,14316.66015625,195.30860900878906,124.32508850097656
2023-07-31,195.537995145902,195.96685820042478,194.74012207235685,195.9269561767578,38824100,14346.01953125,195.9269561767578,124.32508850097656
2023-08-01,195.7175151124968,196.20620074446194,194.760064423188,195.0891876220703,35175100,14283.91015625,195.9269561767578,124.32508850097656
2023-08-02,194.52068705675583,194.66031368923828,191.33919341532297,192.06724548339844,50389300,13973.4501953125,195.9269561767578,124.32508850097656
2023-08-03,191.0599548787207,191.8578127154616,190.18229299651043,190.6610107421875,61235200,13959.7197265625,195.9269561767578,124.32508850097656
2023-08-04,185.026062911546,186.88111132692333,181.4356417146341,181.50546264648438,115799700,13909.240234375,195.9269561767578,124.32508850097656
2023-08-07,181.6450754475743,182.6424129020176,176.87780363278816,178.37380981445312,97576100,13994.400390625,195.9269561767578,124.32508850097656
2023-08-08,179.21156607716685,179.79002361547552,177.10718348121145,179.32127380371094,67823000,13884.3203125,195.9269561767578,124.32508850097656
2023-08-09,180.38841794823884,180.44825575974798,176.53869482014667,177.71556091308594,60378500,13722.01953125,195.9269561767578,124.32508850097656
2023-08-10,179.0021289205259,180.26875179728248,177.1271447826861,177.49615478515625,54686900,13737.990234375,195.9269561767578,124.32508850097656
2023-08-11,177.08670844562434,178.38498585238872,176.3177172632032,177.5560760498047,51988100,13644.849609375,195.9269561767578,124.32508850097656
2023-08-14,177.73584711043486,179.453585335393,177.0767118113598,179.22389221191406,43675600,13788.330078125,195.9269561767578,124.32508850097656
2023-08-15,178.64464865954284,179.24385008356637,176.81705460078118,177.21652221679688,43622600,13631.0498046875,195.9269561767578,124.32508850097656
2023-08-16,176.89695302450681,178.3050862908739,176.26777704591515,176.3376922607422,46964900,13474.6298828125,195.9269561767578,124.32508850097656
2023-08-17,176.90694055571782,177.27644887923438,173.25175227234058,173.7710723876953,66062900,13316.9296875,195.9269561767578,124.32508850097656
2023-08-18,172.07330078860403,174.86961976016784,171.73375179800243,174.2604217529297,61114200,13290.7802734375,195.9269561767578,124.32508850097656
2023-08-21,174.8396666437127,175.89826955702873,173.51141470421007,175.608642578125,46311900,13497.58984375,195.9269561767578,124.32508850097656
2023-08-22,176.82703641390557,177.4462157919414,176.01810458422318,176.99681091308594,42084200,13505.8701171875,195.9269561767578,124.32508850097656
2023-08-23,178.28512852757362,181.311140788815,178.09537606916024,180.88169860839844,52722800,13721.0302734375,195.9269561767578,124.32508850097656
2023-08-24,180.43228271341783,180.86172486765338,175.7784104228949,176.14793395996094,54945800,13463.9697265625,195.9269561767578,124.32508850097656
2023-08-25,177.14662260147787,178.91428280658857,175.58867756165216,178.375,51449600,13590.650390625,195.9269561767578,124.32508850097656
2023-08-28,179.85305211015677,180.35239426065775,178.31508499164747,179.9529266357422,43820700,13705.1298828125,195.9269561767578,124.32508850097656
2023-08-29,179.46356384927003,184.65671910906482,179.2638300390304,183.87774658203125,53003900,13943.759765625,195.9269561767578,124.32508850097656
2023-08-30,184.69668071395498,187.60285574456978,184.4969468975517,187.40310668945312,60813900,14019.3095703125,195.9269561767578,124.32508850097656
2023-08-31,187.59285868271365,188.87117339097605,187.23333171859525,187.62281799316406,60794500,14034.9697265625,195.9269561767578,124.32508850097656
2023-09-01,189.24069844642935,189.67012539208758,188.0322837067646,189.2107391357422,45732600,14031.8095703125,195.9269561767578,124.32508850097656
2023-09-05,188.03227905614673,189.73003932085322,187.36316240282707,189.45040893554688,45280000,14020.9501953125,195.9269561767578,124.32508850097656
2023-09-06,188.1521088872591,188.6015289961815,181.2312342653739,182.66934204101562,81755800,13872.4697265625,195.9269561767578,124.32508850097656
2023-09-07,174.94951193902594,177.97553944955692,173.3116702630629,177.32638549804688,112488800,13748.830078125,195.9269561767578,124.32508850097656
2023-09-08,178.1153463772854,180.0028590457442,177.5560703832831,177.945556640625,65551300,13761.5302734375,195.9269561767578,124.32508850097656
2023-09-11,179.83308070318074,180.06277381446856,177.1066617213624,179.12400817871094,58953100,13917.8896484375,195.9269561767578,124.32508850097656
2023-09-12,179.25384418348852,179.8930015034427,174.58999049529427,176.0680389404297,90370200,13773.6103515625,195.9269561767578,124.32508850097656
2023-09-13,176.27775075918765,177.06671984713338,173.75108083613878,173.9807891845703,84267900,13813.58984375,195.9269561767578,124.32508850097656
2023-09-14,173.77107284808233,175.86831602966527,173.35162725950843,175.5087890625,60895800,13926.0498046875,195.9269561767578,124.32508850097656
2023-09-15,176.24779117941324,176.26776913114006,173.59130267081284,174.77972412109375,109205100,13708.330078125,195.9269561767578,124.32508850097656
2023-09-18,176.24779480310914,179.14398831455318,175.93820511918346,177.73583984375,67257600,13710.240234375,195.9269561767578,124.32508850097656
2023-09-19,177.28643272359795,179.3936571053623,176.8969464747748,178.8343963623047,51826900,13678.1904296875,195.9269561767578,124.32508850097656
2023-09-20,179.02413825465166,179.46356177532846,175.16921633059533,175.2591094970703,58436200,13469.1298828125,195.9269561767578,124.32508850097656
2023-09-21,174.32035125748212,176.0680488190235,173.63125663788026,173.70115661621094,63047900,13223.98046875,195.9269561767578,124.32508850097656
2023-09-22,174.4401755841381,176.84700827655132,173.82099622742402,174.5600128173828,56725400,13211.8095703125,195.9269561767578,124.32508850097656
2023-09-25,173.970796337573,176.73715602517788,173.92085907645927,175.84832763671875,46172700,13271.3203125,195.9269561767578,124.32508850097656
2023-09-26,174.58998693847352,174.96947658906006,171.4341410685553,171.73374938964844,64588900,13063.6103515625,195.9269561767578,124.32508850097656
2023-09-27,172.3928704586823,172.8123160152803,168.8275756082431,170.20574951171875,66921800,13092.849609375,195.9269561767578,124.32508850097656
2023-09-28,169.1171936994851,171.8036568728258,167.3994555047553,170.46542358398438,56294400,13201.2802734375,195.9269561767578,124.32508850097656
2023-09-29,171.79367303446756,172.8422945696302,170.1158755304648,170.9847412109375,51814200,13219.3203125,195.9269561767578,124.32508850097656
2023-10-02,170.9947228250154,174.070672221388,170.70509585151785,173.52139282226562,52164500,13307.76953125,195.9269561767578,124.32508850097656
2023-10-03,172.0333568007432,173.40156469199417,170.59526416939897,172.1731719970703,49594600,13059.4697265625,195.9269561767578,124.32508850097656
2023-10-04,170.86489259858558,173.98079796540125,170.7450553594164,173.4315185546875,53020300,13236.009765625,195.9269561767578,124.32508850097656
2023-10-05,173.56133385253202,175.21915341019456,172.45279369514475,174.67987060546875,48527900,13219.830078125,195.9269561767578,124.32508850097656
2023-10-06,173.57133741586642,177.75582714406306,172.95214277673907,177.25648498535156,57224100,13431.33984375,195.9269561767578,124.32508850097656
2023-10-09,176.5773617299011,178.8144199602329,175.56869611233793,178.75450134277344,42390800,13484.240234375,195.9269561767578,124.32508850097656
2023-10-10,177.86567695915278,179.48354062178288,177.7158651734234,178.15528869628906,43698000,13562.83984375,195.9269561767578,124.32508850097656
2023-10-11,177.96552989431072,179.6133680462608,177.36632848891165,179.5634307861328,47551100,13659.6796875,195.9269561767578,124.32508850097656
2023-10-12,179.83308692837295,182.10008928866665,178.80442809283994,180.4722442626953,56743100,13574.2197265625,195.9269561767578,124.32508850097656
2023-10-13,181.1812956691862,181.6906191531753,177.90561253268353,178.61468505859375,51427100,13407.23046875,195.9269561767578,124.32508850097656
2023-10-16,176.5174539474347,178.84439024678767,176.2777642241718,178.48486328125,52517000,13567.98046875,195.9269561767578,124.32508850097656
2023-10-17,176.41757374851082,178.18524920880571,174.57001695507628,176.9169158935547,57549400,13533.75,195.9269561767578,124.32508850097656
2023-10-18,175.34899014765352,177.34635873540847,174.87960731043407,175.608642578125,54764400,13314.2998046875,195.9269561767578,124.32508850097656
2023-10-19,175.80837998637364,177.6060147998771,174.95950746243676,175.22915649414062,59302900,13186.1796875,195.9269561767578,124.32508850097656
