date,Open,High,Low,Close,Volume,NASDAQ_Close,52_week_high,52_week_low
2023-06-09,122.55999755859375,124.28500366210938,122.41999816894531,122.87000274658203,20304500,13259.1396484375,127.91000366210938,83.48999786376953
2023-06-12,123.3949966430664,124.75,122.3499984741211,124.3499984741211,22255700,13461.919921875,127.91000366210938,83.48999786376953
2023-06-13,125.6500015258789,125.86000061035156,123.84500122070312,124.43000030517578,19287700,13573.3203125,127.91000366210938,83.48999786376953
2023-06-14,123.80000305175781,124.79000091552734,122.16000366210938,124.37999725341797,24659600,13626.48046875,127.91000366210938,83.48999786376953
2023-06-15,123.87999725341797,126.16000366210938,123.13999938964844,125.79000091552734,24517100,13782.8203125,127.91000366210938,83.48999786376953
2023-06-16,126.69999694824219,126.69999694824219,123.79000091552734,124.05999755859375,56686800,13689.5703125,127.91000366210938,83.48999786376953
2023-06-20,123.53500366210938,125.17500305175781,122.83000183105469,123.8499984741211,22698000,13667.2900390625,127.91000366210938,83.48999786376953
2023-06-21,123.23500061035156,123.41000366210938,120.86000061035156,121.26000213623047,22612000,13502.2001953125,127.91000366210938,83.48999786376953
2023-06-22,120.66000366210938,123.93499755859375,119.5999984741211,123.87000274658203,20781900,13630.6103515625,127.91000366210938,83.48999786376953
2023-06-23,122.04000091552734,123.44000244140625,121.86000061035156,123.0199966430664,29542900,13492.51953125,127.91000366210938,83.48999786376953
2023-06-26,121.46600341796875,122.72000122070312,118.98999786376953,119.08999633789062,23185000,13335.7802734375,127.91000366210938,83.48999786376953
2023-06-27,117.83999633789062,119.8949966430664,116.91000366210938,119.01000213623047,27221700,13555.669921875,127.91000366210938,83.48999786376953
2023-06-28,117.95999908447266,121.2699966430664,117.5999984741211,121.08000183105469,19753100,13591.75,127.91000366210938,83.48999786376953
2023-06-29,120.08999633789062,120.91000366210938,119.20999908447266,120.01000213623047,18517500,13591.330078125,127.91000366210938,83.48999786376953
2023-06-30,121.0999984741211,122.02999877929688,120.87999725341797,120.97000122070312,23865800,13787.919921875,127.91000366210938,83.48999786376953
2023-07-03,120.31999969482422,121.0199966430664,119.70500183105469,120.55999755859375,13888300,13816.76953125,127.91000366210938,83.48999786376953
